segment_col,segment_value,label_col,label,auto_label,n_chunks_segment_label,n_chunks_segment_total,share_in_segment,global_share,diff_pp_vs_global,lift_vs_global,insight_score,representative_excerpt,insight_sentence
publico,lideres,nmf_topic_id,nmf_12,pedido / fusao / lider / avon,13,52,0.25,0.0942524115755627,0.1557475884244373,2.6524520255863537,3.3457504336379653,"Das consultoras falar pra Natura que se não... Elas que veio falar isso pra gente, tá? As consultoras relatar que se não voltar pras líderes anteriores, deixa de vender. Eu acredito que o carro-chefe da Natura, a base é as consultoras, né? Que a base da empresa em si é a força de vendas. Então, quando uma consultora, mesmo aquela que não sabe ler ou escrever, ela bota pedido de mais de 10, 20 mil reais, ela é uma base da Natura. Correto? Porque ele não é a frente de loja, vamos dizer assim. Então, ela tem que ser ouvida antes de fazer qualquer uma coisa. Eles contrataram a Geotipo, negócio assim, para fazer a geologia do sistema em si e fazer a distribuição, só que fizeram tudo errado, porque eles não conhecem o sistema fundo da natura. Pra poder fazer a junção com a Avon, porque a gente tá recebendo x consultoras da Avon, revendedoras da Avon, pra fazer a união com a Natura. Eles deveri","Em publico = lideres, o tema 'pedido / fusao / lider / avon' aparece em 25.0% dos chunks vs. 9.4% no total (lift 2.65x; n=13)."
marca_foco,nao_inferido,nmf_topic_id,nmf_04,revista / site / compra / comprar,490,3742,0.13094601817210047,0.10651125401929261,0.02443476415280786,1.2294101630648526,2.7467357820859646,"No meu caso, eu sou [NOME], eu gosto de testar produto novo, então eu adoro quando tem algumas ações no mercado, alguma coisa assim que tá fazendo dona amostra, não sei o que, eu sempre tô lá olhando, mexendo. Então, eu sinto até falta pouco, às vezes, desses produtos que são, digamos assim, diferentes, né? Eles estarem praticando mais ações nos mercados, alguma coisinha assim, pras mais pessoas estarem tendo conhecimento, porque muitas das vezes a gente tá assim, nossa, olha que interessante, né? Chega com preconceito em tals, mas daí você experimenta e aquele preconceito cai, na hora. Então, no meu caso foi que eu era bem curiosa, eu vi falando, não, porque shampoo em barra e condicionador em barra, daí eu, nossa, como é que isso é? Eu fiquei muito curiosa. E o problema é que é difícil achar, não é assim, né, tão fácil. E daí eu vi uma prima minha, ela trouxe na bolsa que ela tava viaj","Em marca_foco = nao_inferido, o tema 'revista / site / compra / comprar' aparece em 13.1% dos chunks vs. 10.7% no total (lift 1.23x; n=490)."
marca_foco,nao_inferido,nmf_topic_id,nmf_12,pedido / fusao / lider / avon,440,3742,0.11758417958311064,0.0942524115755627,0.023331768007547937,1.2475455812485257,2.5412974721130523,"Mas eu acho que a mudança também vai na questão, igual a Marina falou, o preço. Hoje em dia a gente tem que trabalhar com a nossa realidade, e a nossa realidade infelizmente é isso, as pessoas pode ser que até queiram, mas não é acessível o valor. Então, acho que isso pega pouco para todo mundo também ter essa mudança. Eu acho que se a gente pegar a Natura, a marca Natura, e colocar ela, o que é a Natura? A Natura é uma venda de catálogo. Então, se a gente pegar os mais famosos ali, que é a Vaughn e Natura, que são os mais antigos, tudo bem que hoje já tem Jequiti, Boticário, enfim, Mas eles não são tão antigos quanto Avon e Natura. Se a gente fizer comparativo de Avon e Natura, a gente vê que a Natura, hoje, no meio ambiente, ela tá 10 mil anos mais pra frente do que a Avon, né? Que a Avon, ela fica lá atrás, ela não pensa nessas inovações, nunca foi uma marca que ligou tanto pra nature","Em marca_foco = nao_inferido, o tema 'pedido / fusao / lider / avon' aparece em 11.8% dos chunks vs. 9.4% no total (lift 1.25x; n=440)."
publico,nao_inferido,nmf_topic_id,nmf_05,presente / dar / presentear / gosta,66,4218,0.015647226173541962,0.06370578778135048,-0.048058561607808525,0.24561702662316973,2.392800999726204,"Eu acho que a Daisy falou alguma coisa a isso. Não foi isso que levou ela a usar, mas isso foi uma coisa que ela foi descobrindo e gostando a pouco. Foi isso que você falou, Daisy? Isso, exatamente. Comigo foi assim. Exatamente como o Matheus colocou, acho que foi até uma forma mais clara. Fica em terceiro plano, a gente até gostaria de se importar mais com isso, mas realmente a gente vive numa sociedade capitalista, a gente se preocupa com preço, não tem como a gente fugir muito disso, e com certeza a qualidade, pra mim o preço é o segundo, hoje em dia o preço é o segundo critério, mas a qualidade vem em primeiro lugar, e com certeza uma indicação que foi o meu caso, pelo que eu entendi também do Matheus, conta muito, porque eu não saio testando, sinceramente eu não gosto de sair testando produtos não vou gastar o meu dinheiro comprando produto para testar. Eu geralmente procuro pelo me","Em publico = nao_inferido, o tema 'presente / dar / presentear / gosta' aparece em 1.6% dos chunks vs. 6.4% no total (lift 0.25x; n=66)."
publico,consumidoras,nmf_topic_id,nmf_02,idade / trabalho / casa / filhos,37,261,0.1417624521072797,0.07435691318327975,0.06740553892399995,1.9065134099616856,2.2608489227911117,"Cláudia, tudo bem? Graças a Deus, e você? Tudo ótimo, tudo bem. Que bom, vamos começar então. Você me ouve bem? Me enxerga bem? Tô bem. Tá bom. Bom, se der algum problema na conexão pra você, você dá alô, que a gente vê aqui o que a gente faz, tá bom? Então, bom, prazer te conhecer. Eu acho que a gente quer aprender com você aqui, não tem uma resposta certa ou errada, e a gente entender o que você sente em relação àquilo que a gente vai perguntar, pra gente aprender mais aqui com a sua vivência, seu dia a dia, tá? Então, assim, pra começar, eu queria conhecer pouquinho, a gente queria conhecer pouquinho melhor você, seu momento de vida, me conta pouquinho de você, assim, com quem que você mora, se você é solteira, casada, enfim, há quanto tempo, se tem filho, cachorro, gato, passarinho, queria conhecer pouquinho mais a Maria Cláudia. Perfeito. Bom, eu tenho [IDADE] anos, né, eu tenho uma","Em publico = consumidoras, o tema 'idade / trabalho / casa / filhos' aparece em 14.2% dos chunks vs. 7.4% no total (lift 1.91x; n=37)."
marca_foco,natura,nmf_topic_id,nmf_04,revista / site / compra / comprar,40,1234,0.03241491085899514,0.10651125401929261,-0.07409634316029748,0.3043332008195468,2.061854635092025,"Não, imagina. Pra gente é ótimo. É muito rico a sua convivência. Ela é muito rica. E aí, você tava falando de ponto de contato à internet, né? Quando você fala da internet, você fala do WhatsApp ou você usa alguma outra mídia pra divulgar os produtos também, por exemplo, Instagram, TikTok? Tem tudo. WhatsApp, Instagram, Facebook, né? Porque o Face lá, você consegue alcançar até as pessoas que não te conhecem. Mas de repente vê produto lá, te chama, falou assim, eu vi que você é revendedora, né, você tem tal produto, então o Facebook é muito grande, assim, consegue alcançar muitas pessoas, mas todas as redes, Facebook, Instagram, WhatsApp, o que tiver aí, agora TikTok também, que antigamente nem mexia no TikTok, mas agora tô virando até, colocando os produtos até no TikTok, tá desse jeito. Que legal. E aí você comentou que uma das vantagens de ser consultora é a questão do desconto, de co","Em marca_foco = natura, o tema 'revista / site / compra / comprar' aparece em 3.2% dos chunks vs. 10.7% no total (lift 0.30x; n=40)."
marca_foco,nao_inferido,nmf_topic_id,nmf_17,kit / caixa / kits / sacola,61,3742,0.01630144307856761,0.06028938906752412,-0.04398794598895651,0.2703866025298414,1.9577458779649202,"Eu fui por resenha do Instagram mesmo, porque eu sigo bastante pessoas que falam de cabelo, então eu vi que pro meu tipo de cabelo, eu que tô agora tentando uma transição, antes eu usava só liso chapado no caso, né, como progressiva, agora eu li bastante desse tipo de... As pessoas que faziam resenha disso, eu achei a proposta muito interessante e batia com tudo que eu acreditava. Minha namorada chegou em casa com três sabonetes e eu falei, por que você usa três sabonetes? Ela me explicou e, como ela deixou no banheiro, eu falei, vou tomar, deixa eu ver. Porque eu também achava que eu não... Cara, impossível isso aqui fazer espuma, isso aqui... Isso vai, né? Isso não funciona, cara. E é diferente de sabonete. Eu acho que todas as pessoas pensaram isso. Não tem uma pessoa também que eu acho que não pensou isso. A impressão que dá é que não vai fazer espuma. Você fala, tô comprando, vou jo","Em marca_foco = nao_inferido, o tema 'kit / caixa / kits / sacola' aparece em 1.6% dos chunks vs. 6.0% no total (lift 0.27x; n=61)."
marca_foco,nao_inferido,nmf_topic_id,nmf_03,corpo / banho / uso / hidratante,310,3742,0.08284339925173703,0.06410771704180064,0.01873568220993639,1.2922531494565626,1.697424261252072,"Mas não foi exatamente pelo primeiro motivo que me levou a usar. Quando você fala, de qual produto você está falando? Do shampoo em barra e o condicionador que eu uso. Você também usa shampoo em barra, condicionador? Sim. Esses dois eu consigo utilizar em barra. E qual foi o critério? O que você achou que te ajudou a escolher, a definir? Eu já tinha ouvido falar, sabe? Eu tinha preconceito antes. Porque eu pensava assim, nossa credo, é igual passar sabonete no cabelo. Porque sabonete comum fica horrível no cabelo, fica o cabelo duro. Meu pai é uma pessoa muito desapegada. Então, se ele tiver que tomar banho sem passar shampoo no cabelo, ele lava com sabão, sabão do corpo. E minha mãe sempre falou, teu cabelo vai cair, não faz isso. E ele fazia. Quando minha mãe começou a comprar, e me deu até pra eu experimentar, eu achei interessante porque eu achava que aquilo ficava resfício de sujeir","Em marca_foco = nao_inferido, o tema 'corpo / banho / uso / hidratante' aparece em 8.3% dos chunks vs. 6.4% no total (lift 1.29x; n=310)."
marca_foco,natura,nmf_topic_id,nmf_02,idade / trabalho / casa / filhos,130,1234,0.1053484602917342,0.07435691318327975,0.030991547108454448,1.4167944281396467,1.6792235400500553,"Ana! Por que será que tem tantos zizis aí? Então, eu concordo com as meninas, eu acho que a gente acaba se deixando muito em segundo plano, principalmente quando você adquirir vida e filhos, entre outras coisas, E a Natura ela quer resgatar isso, Ela quer ganhar clientes, lógico, mas ao mesmo tempo ela faz com que a gente se questione. E se você E se você se cuidar hoje, se isso e se aquilo, para que você se auto-questione e lembre que você tem você também para se cuidar e que você não pode estar esquecendo disso. E automaticamente ele vai apresentar os benefícios que ela tem. E de acordo a isso, as pessoas acabam adquirindo novo produto. É uma estratégia que eles usam e que eu acho bem interessante. Chama sua atenção, Ana. Luana, e para você, pensando em si, Eu acho que é exatamente isso. A gente sempre vive nessa porreria, nessa questão. E esse, em si, é aquilo que a gente sempre fala.","Em marca_foco = natura, o tema 'idade / trabalho / casa / filhos' aparece em 10.5% dos chunks vs. 7.4% no total (lift 1.42x; n=130)."
publico,nao_inferido,nmf_topic_id,nmf_17,kit / caixa / kits / sacola,142,4218,0.03366524419155998,0.06028938906752412,-0.026624144875964137,0.5583941836573415,1.6695475669973,"Eu fui por resenha do Instagram mesmo, porque eu sigo bastante pessoas que falam de cabelo, então eu vi que pro meu tipo de cabelo, eu que tô agora tentando uma transição, antes eu usava só liso chapado no caso, né, como progressiva, agora eu li bastante desse tipo de... As pessoas que faziam resenha disso, eu achei a proposta muito interessante e batia com tudo que eu acreditava. Minha namorada chegou em casa com três sabonetes e eu falei, por que você usa três sabonetes? Ela me explicou e, como ela deixou no banheiro, eu falei, vou tomar, deixa eu ver. Porque eu também achava que eu não... Cara, impossível isso aqui fazer espuma, isso aqui... Isso vai, né? Isso não funciona, cara. E é diferente de sabonete. Eu acho que todas as pessoas pensaram isso. Não tem uma pessoa também que eu acho que não pensou isso. A impressão que dá é que não vai fazer espuma. Você fala, tô comprando, vou jo","Em publico = nao_inferido, o tema 'kit / caixa / kits / sacola' aparece em 3.4% dos chunks vs. 6.0% no total (lift 0.56x; n=142)."
projeto,natura_3cs,nmf_topic_id,nmf_04,revista / site / compra / comprar,40,985,0.04060913705583756,0.10651125401929261,-0.06590211696345505,0.38126616224499565,1.6310347897991087,"Não, imagina. Pra gente é ótimo. É muito rico a sua convivência. Ela é muito rica. E aí, você tava falando de ponto de contato à internet, né? Quando você fala da internet, você fala do WhatsApp ou você usa alguma outra mídia pra divulgar os produtos também, por exemplo, Instagram, TikTok? Tem tudo. WhatsApp, Instagram, Facebook, né? Porque o Face lá, você consegue alcançar até as pessoas que não te conhecem. Mas de repente vê produto lá, te chama, falou assim, eu vi que você é revendedora, né, você tem tal produto, então o Facebook é muito grande, assim, consegue alcançar muitas pessoas, mas todas as redes, Facebook, Instagram, WhatsApp, o que tiver aí, agora TikTok também, que antigamente nem mexia no TikTok, mas agora tô virando até, colocando os produtos até no TikTok, tá desse jeito. Que legal. E aí você comentou que uma das vantagens de ser consultora é a questão do desconto, de co","Em projeto = natura_3cs, o tema 'revista / site / compra / comprar' aparece em 4.1% dos chunks vs. 10.7% no total (lift 0.38x; n=40)."
marca_foco,nao_inferido,nmf_topic_id,nmf_05,presente / dar / presentear / gosta,34,3742,0.009086050240513094,0.06370578778135048,-0.05461973754083739,0.14262519241890584,1.592205956782981,"Eu acho que a Daisy falou alguma coisa a isso. Não foi isso que levou ela a usar, mas isso foi uma coisa que ela foi descobrindo e gostando a pouco. Foi isso que você falou, Daisy? Isso, exatamente. Comigo foi assim. Exatamente como o Matheus colocou, acho que foi até uma forma mais clara. Fica em terceiro plano, a gente até gostaria de se importar mais com isso, mas realmente a gente vive numa sociedade capitalista, a gente se preocupa com preço, não tem como a gente fugir muito disso, e com certeza a qualidade, pra mim o preço é o segundo, hoje em dia o preço é o segundo critério, mas a qualidade vem em primeiro lugar, e com certeza uma indicação que foi o meu caso, pelo que eu entendi também do Matheus, conta muito, porque eu não saio testando, sinceramente eu não gosto de sair testando produtos não vou gastar o meu dinheiro comprando produto para testar. Eu geralmente procuro pelo me","Em marca_foco = nao_inferido, o tema 'presente / dar / presentear / gosta' aparece em 0.9% dos chunks vs. 6.4% no total (lift 0.14x; n=34)."
marca_foco,natura,nmf_topic_id,nmf_12,pedido / fusao / lider / avon,29,1234,0.023500810372771474,0.0942524115755627,-0.07075160120279123,0.24933908830471396,1.5402033824208683,"Aí é meia hora, a tarde é a hora que eu trabalho com as vendas. Sento, vou ver direitinho o que me pediram pelo WhatsApp, vou ver o que eu já tenho em casa, o que eu não tenho em casa, vou formular os pedidos, ver se eu consigo já montar pedido, porque a gente tem que fazer aquela pontuação para mandar o pedido. Enfim, aí chega umas 17h30, é a hora que eu largo tudo, vou tomar cafezinho, tomar banho, e às 19h eu volto pra escola. Aí fico das 19h até às 23h, no horário noturno que eu tenho. É isso todos os dias. Chego em casa às 23h, saio, só escovar o dente, cair na cama e dormir. Mentira, às vezes ainda faço pedido de noite, tem hora que eu tô ligadinha lá, virada de ciclo, sabe? Acontece algumas umas promoções, eu sempre tô de olho. Meia-noite virou? Já pego, entro lá e vejo se tem alguma coisinha com desconto, algo diferente, enfim. E é essa loucura aí, da semana toda nesse ritmo. É b","Em marca_foco = natura, o tema 'pedido / fusao / lider / avon' aparece em 2.4% dos chunks vs. 9.4% no total (lift 0.25x; n=29)."
marca_foco,nao_inferido,nmf_topic_id,nmf_08,transmite / atencao / parece / embalagem,279,3742,0.07455905932656333,0.05767684887459807,0.01688221045196526,1.292703411877976,1.3786730872137007,"Muita atenção, viu, Ana? Muita atenção. Na hora que eu olhei a imagem do produto, a mensagem, o contexto em geral, principalmente falando muito, prezando pelo meio ambiente, né? Então, chamou bastante atenção e conhecer, né? Conhecer o produto, sim, em planos futuros, quem sabe, né? Dependeram do preço também, né? Se o preço não for muito salgado. Tudo que preço tá dependente aí. Imagina esquecer o preço pra falar o que ele tá prometendo. É como que bate na gente. Essa propaganda me vendeu, sabe? Como é que é, Lizy? Essa propaganda, apesar dos pontos que eu já coloquei como uma crítica, ele vende, ele dá a sensação de querer consumir, sabe? Uma sensação de sofisticado, as tonalidades que estão usadas, pelo menos nessa apresentação para nós, as cores dos produtos, ar sofisticado, cuidadoso, delicado. Essa é a imagem que está passando, com as cores, as formas. Esses três do meio, principal","Em marca_foco = nao_inferido, o tema 'transmite / atencao / parece / embalagem' aparece em 7.5% dos chunks vs. 5.8% no total (lift 1.29x; n=279)."
projeto,natura_3cs,nmf_topic_id,nmf_12,pedido / fusao / lider / avon,29,985,0.029441624365482234,0.0942524115755627,-0.06481078721008046,0.3123699847391036,1.2924094353518116,"Aí é meia hora, a tarde é a hora que eu trabalho com as vendas. Sento, vou ver direitinho o que me pediram pelo WhatsApp, vou ver o que eu já tenho em casa, o que eu não tenho em casa, vou formular os pedidos, ver se eu consigo já montar pedido, porque a gente tem que fazer aquela pontuação para mandar o pedido. Enfim, aí chega umas 17h30, é a hora que eu largo tudo, vou tomar cafezinho, tomar banho, e às 19h eu volto pra escola. Aí fico das 19h até às 23h, no horário noturno que eu tenho. É isso todos os dias. Chego em casa às 23h, saio, só escovar o dente, cair na cama e dormir. Mentira, às vezes ainda faço pedido de noite, tem hora que eu tô ligadinha lá, virada de ciclo, sabe? Acontece algumas umas promoções, eu sempre tô de olho. Meia-noite virou? Já pego, entro lá e vejo se tem alguma coisinha com desconto, algo diferente, enfim. E é essa loucura aí, da semana toda nesse ritmo. É b","Em projeto = natura_3cs, o tema 'pedido / fusao / lider / avon' aparece em 2.9% dos chunks vs. 9.4% no total (lift 0.31x; n=29)."
marca_foco,natura,nmf_topic_id,nmf_14,acido / acido hialuronico / hialuronico / amazonia,58,1234,0.04700162074554295,0.02532154340836013,0.02168007733718282,1.8561909907128706,1.0766126398551443,"Bruna, o que você entendeu do bem-estar faz bem-estar bem? Que o autocuidado nos faz bem. Como que eu posso dizer assim de uma forma resumida? O que eu entendi foi que você se cuidar, porque a natura vem de produtos de autocuidado, né? Que você se cuidar, você está sempre buscando autocuidado, produtos, é algo que te faz bem pra sua saúde, faz bem pra tua autoestima, faz bem pro teu corpo, faz bem pra tua alma, foi isso que eu entendi. Muito bem. Agora eu vou mostrar uma outra ideia e a gente vai conversar pouquinho sobre ela. Priscila, não tô te vendo. Aí, meninas, vocês por favor me falem se estão ouvindo ou não, que é importante que vocês escutem, tá? Tá todo mundo vendo? E se você sentisse na pele o que a Amazônia faz por você? Estimula a produção de ácido hialurônico no corpo, com a potente hidratação anti-sinais natura e acústico humano. Todo mundo ouviu? Eu vou passar mais uma vez","Em marca_foco = natura, o tema 'acido / acido hialuronico / hialuronico / amazonia' aparece em 4.7% dos chunks vs. 2.5% no total (lift 1.86x; n=58)."
publico,nao_inferido,nmf_topic_id,nmf_07,refil / embalagem / parece / formato,425,4218,0.10075865339023234,0.08641479099678456,0.014343862393447773,1.1659885099297584,1.0118894467635051,"Eu, por exemplo, fui recentemente a sítio de uma tia minha, e lá ela aproveita para pegar todo o resto de alimento que sobra, e ela faz tipo uma composteira, ela cava buraquinho no chão, e ela fica assim, ó, não tem necessidade de criar lixo, porque ela praticamente não coloca lixo pra fora, porque o que ela utiliza de resto de embalagem ela recicla, e o resto de alimento ela usa pra fazer esse adubo, então ela praticamente não coloca lixo pra fora, então fica... Fica evidente que quando a gente mora numa cidade, geralmente, o valor para ter uma casa maior é mais caro, então, geralmente, a gente está inserido num cubículo para sobreviver. E quando a gente está num lugar mais natural, a gente tem mais oportunidade de estar realizando mais boas ações. Isso falta também quando a gente... Com pequenas coisas, eu penso. Eu sempre tento inserir no meu dia usar qualquer coisa reciclável, tipo, ","Em publico = nao_inferido, o tema 'refil / embalagem / parece / formato' aparece em 10.1% dos chunks vs. 8.6% no total (lift 1.17x; n=425)."
marca_foco,nao_inferido,nmf_topic_id,nmf_11,tecnologia / bio / bioeficiente / linha,227,3742,0.0606627471940139,0.04642282958199357,0.014239917612020328,1.3067438529758144,0.9915376331218251,"É ponto que eu quero trabalhar com vocês. Dá para acreditar nessa proposta ou a gente desconfia por alguma razão? Assim, já que eles falaram, eu acredito que o que está explicitamente dito é verdade, Porque, sei lá, vai que eles têm medo de levar processo, se for mentira, né? Mas aí também tem outra questão, e o que é que eles não dizem? Tipo... Feito falou, tem bocado de coisa aqui que não tá sendo dita, e também tem coisa aqui que é falada, mas é subjetivo, sabe? É... É interpretação, sabe? Tipo, resíduo mínimo. Qual é o mínimo pra eles? Sabe? É... Acho que é isso. Eu tenho, assim, pouco de... Pensamento daqueles que não têm acesso, e eu sou [NOME], apesar de ter acesso, não busco esse conhecimento que, como a outra colega aí já atua nessa área, então tem conhecimento aprofundado, propriedade no que diz, vamos dizer assim, Então, eu lendo isso aqui, por ser Natura, eu vou dar uma credi","Em marca_foco = nao_inferido, o tema 'tecnologia / bio / bioeficiente / linha' aparece em 6.1% dos chunks vs. 4.6% no total (lift 1.31x; n=227)."
publico,nao_inferido,nmf_topic_id,nmf_02,idade / trabalho / casa / filhos,241,4218,0.057136083451872925,0.07435691318327975,-0.017220829731406824,0.7684031115041071,0.9611780305298433,"Então tá bom dizer então de novo, vamos fazer o seguinte, antes da gente entrar nosso tema, antes da gente conversar, eu queria que a gente pudesse se conhecer pouco melhor, né? Vocês que conhecem, aqui ninguém se conhece, aparentemente ninguém se conhece, né? Aí conta pouco, né? O que cês fazem, como é que é o dia-a-dia aí de vocês, o nominho a gente tá vendo aí de todo mundo, mas aí a gente já quebra esse gelo inicial e depois a gente começa a entrar nosso tema. Então, agora é que é deixar bem livre quem que gostaria de começar e se apresentar, pra gente começar, quebrar o gelo. Pode ser eu? Vamos lá. Tudo bom, vai então. Tudo bem, graças a Deus. Bom dia, primeiramente. Obrigado pela oportunidade. me chamo [NOME], tenho [IDADE] anos, moro aqui na cidade de São Paulo, no [ENDERECO]. Trabalho atualmente como assistente administrativo numa empresa do ramo metalúrgico e sou casado, tenho d","Em publico = nao_inferido, o tema 'idade / trabalho / casa / filhos' aparece em 5.7% dos chunks vs. 7.4% no total (lift 0.77x; n=241)."
marca_foco,nao_inferido,nmf_topic_id,nmf_09,negra / pele negra / pele / acha,211,3742,0.05638695884553715,0.04260450160771704,0.013782457237820109,1.323497675544306,0.9407630976216798,"Também acho que a fala sobre os três princípios ativos também acho que tá bem pequena, tem que ter algo maior ali para poder bater o olho e já ver que tem os três atinos ali, que é o colágeno, o elastinol e o ácido hialurônico, né, que estimula a produção dos três. Gosto da mulher negra na marca. Por quê? O que ela traz para você, Larissa? Ai, meu Deus, me fugiu o nome agora. Diversidade, né? Traz aí uma diversidade. Não é só a mulher na pele branca, a negra também precisa do autocuidado e inclusive a negra tem aí uma pele tanto quanto mais... Menos rugas, né? Menos rugas, menos manchas geralmente. Eu gosto. Maria Helena, o que você achou dessa propaganda? Eu concordo com a colega aí, quando ela falou de diversidade, eu acho que essa capa, essa pele negra chama muito a atenção, tá? Até porque eu vi outro dia de uma consultora dizer, eu não uso isso não porque minha pele é negra e resiste","Em marca_foco = nao_inferido, o tema 'negra / pele negra / pele / acha' aparece em 5.6% dos chunks vs. 4.3% no total (lift 1.32x; n=211)."
tipo_sessao,nao_inferido,nmf_topic_id,nmf_00,boticario / natura / perfume / vende,87,4491,0.019372077488309953,0.039991961414791,-0.020619883926481047,0.48439928433080565,0.9249515411273131,"Mas você sente isso, Francesca? Esses comentários sobre mudança de embalagem, que. Parece importada, nem parece... Acontece porque a gente pergunta. Às vezes aparece alguma coisa de inovadora e elas perguntam. Mas isso não é natura. Eu falei, é natura. Eu achei que é importado. Não, eu falei, é natura. E por que será, gente, que elas têm esse tipo desconfiança, ou Francesca, chega uma inovação e elas perguntam, mas é natura? O que será que acontece? Então, é aquilo que eu te falei, o brasileiro tem muito uma, acha que tudo que é lá fora é melhor, e nós temos perfumes, coisas que se você olhar, é melhor, tem coisas que é muito mais assim, tá na base dos internacionais, né? Então, é assim, tudo que é fora é muito mais chamativo, né? Acontece isso aí também, Larissa, com os teus clientes? Sim, acontece também, né? Os clientes, principalmente de perfumaria, é acostumado a usar a marca da con","Em tipo_sessao = nao_inferido, o tema 'boticario / natura / perfume / vende' aparece em 1.9% dos chunks vs. 4.0% no total (lift 0.48x; n=87)."
projeto,3cs_perfumes,nmf_topic_id,nmf_04,revista / site / compra / comprar,21,485,0.04329896907216495,0.10651125401929261,-0.06321228494712766,0.40652013226998635,0.7878195886959984,"Então, que aí essa necessidade junto, o visual com a experimentação é relevante para fechar a conta. Mas eu fiquei bem impressionada com os mecanismos de venda delas, sabe? Tem a questão do shopping, tem a questão do Instagram. Elas usam muito Instagram. Muito Instagram mesmo, eu acho que Instagram, não sei o que você sentiu, mas a segunda entrevistada falou que tem 30 mil seguidores no Instagram. Eu fiquei assim impressionada porque é uma fonte de conexão na página dela no Instagram e elas têm grupos de WhatsApp, são muitos grupos de WhatsApp com consultoras fazendo uma rede e também com o Shona, então ela já, em alguns casos, ela já sabe, ai, essa promoção tem super a ver com esse meu cliente, então eu vou falar pra ele que tal produto entrou em promoção se ele não quer. Então, assim, o celular, o WhatsApp, o Instagram, é tudo. É muito, sim, a venda acontece muito através desses canais","Em projeto = 3cs_perfumes, o tema 'revista / site / compra / comprar' aparece em 4.3% dos chunks vs. 10.7% no total (lift 0.41x; n=21)."
tipo_sessao,entrevista_em_profundidade,nmf_topic_id,nmf_04,revista / site / compra / comprar,21,485,0.04329896907216495,0.10651125401929261,-0.06321228494712766,0.40652013226998635,0.7878195886959984,"Então, que aí essa necessidade junto, o visual com a experimentação é relevante para fechar a conta. Mas eu fiquei bem impressionada com os mecanismos de venda delas, sabe? Tem a questão do shopping, tem a questão do Instagram. Elas usam muito Instagram. Muito Instagram mesmo, eu acho que Instagram, não sei o que você sentiu, mas a segunda entrevistada falou que tem 30 mil seguidores no Instagram. Eu fiquei assim impressionada porque é uma fonte de conexão na página dela no Instagram e elas têm grupos de WhatsApp, são muitos grupos de WhatsApp com consultoras fazendo uma rede e também com o Shona, então ela já, em alguns casos, ela já sabe, ai, essa promoção tem super a ver com esse meu cliente, então eu vou falar pra ele que tal produto entrou em promoção se ele não quer. Então, assim, o celular, o WhatsApp, o Instagram, é tudo. É muito, sim, a venda acontece muito através desses canais","Em tipo_sessao = entrevista_em_profundidade, o tema 'revista / site / compra / comprar' aparece em 4.3% dos chunks vs. 10.7% no total (lift 0.41x; n=21)."
projeto,mercato_brasil,nmf_topic_id,nmf_04,revista / site / compra / comprar,10,516,0.01937984496124031,0.10651125401929261,-0.0871314090580523,0.18195114816439958,0.7127774913875772,"Mas não dá para contar. Para mim, por exemplo, é dinheiro que fica extra para eu ir no mercado durante a semana, comprar as coisinhas do dia a dia. Nada de dinheiro. Eu vou comprar coisas de casa. Para mim é produto. Para você ou para o Correio? Para mim. Eu deixo o resto para comprar gasto. É uma coisa que você tem que contar. Eu deixo o dinheiro guardado. O meu lucro eu guardo em lugar separado. O lucro da bunda fica separado. A gente nunca com esse dinheiro, como a Bonice, tipo esse é o dinheiro do gasto. Tem que entrar. Ou se entrar, eu compro o meu creminho. A bunda boticária eu uso mais para comprar perfumes para mim. A bunda boticária é mais para perfumes. Não é ruim quando falta pontos? Vou pegar, tá começando a me cobrir, Mas vai ficar tudo ali parado, né? E eu pego também pra os usuários, como eu, os usuários que me orientam, os que pensam. Entendi, entendi. Mas não dá pra, ass","Em projeto = mercato_brasil, o tema 'revista / site / compra / comprar' aparece em 1.9% dos chunks vs. 10.7% no total (lift 0.18x; n=10)."
marca_foco,nao_inferido,nmf_topic_id,nmf_10,loja / lojas / boticario / experiencia,243,3742,0.06493853554249064,0.079983922829582,-0.015045387287091358,0.8118948564307372,0.6877178807735159,"Você está falando da Natura, quando você fala da empresa... Não, eu falei do Biome, então assim, foi exatamente por isso que eu falei assim, agora eu vou... Quer dizer... Que eu poderia ter comprado uma outra, mas aqui, como assim, dentro dos que tinham, que existem no Brasil, eu falei assim, quem eu vou prestigiar tem que ser uma empresa que tenha uma filosofia parecida com a minha. Como é que vocês veem essa filosofia em biome? Vocês percebem alguma filosofia por trás, valores por trás dessa marca? Pegando o gancho da Carla? Sim, percebo muito. E, por exemplo, eu gosto... Eu compro na loja. Três quadros aqui da minha casa tem uma loja própria da Natura que tem biome. Então assim, a apresentação já é diferente. As meninas explicam exatamente o que é, então posso falar para você que tem os produtos que vão, os produtos químicos, então se você fala meu cabelo é mais seco, mais oleoso, o q","Em marca_foco = nao_inferido, o tema 'loja / lojas / boticario / experiencia' aparece em 6.5% dos chunks vs. 8.0% no total (lift 0.81x; n=243)."
