cluster_label,auto_label,rank,similarity_to_cluster_centroid,chunk_id,doc_id,excerpt,projeto,publico,marca_foco,tipo_sessao
km_005,natura / clientes / vende / cliente,2,0.6084972023963928,doc_1434a07027866aa7_pp_ch_0011,doc_1434a07027866aa7,"Vamos supor, tem vezes que eu tenho só duas unidades de amostra. Aí eu falo, não posso te dar esse, mas eu te dou essas outras amostras, mas esse daqui eu não tenho mais. Aí eu falo, então tá bom. Só que ela sente o cheiro do novo perfume e tá bom, ela fica de boa. Você demonstra além das amostrinhas? Não, eu não abro produto, porque é muito difícil para mim vender, entendeu? Depois é muito difícil, eu prefiro dar essa amostra mesmo. E o que costuma, as pessoas presenteiam, te procuram para presentear, mas em qual ocasião? Tem alguma mais nas datas, comemorativas, o ano todo, como é que é? Bom, sempre eles, não, qualquer data eles pedem mesmo, para aniversário, ou dia das mães, eu vendo bastante cada dia das mães, dia dos pais, dia dos namorados mesmo, Natal, essas coisas, eu vendo bastante kits. Mas eles sempre levam para aniversário, levam bastante coisa também. Rebeca, você acha que dessas marcas que você vende, por exemplo, Avon, Natura, Boticário, Eudora, existe uma preferência do",natura_3cs,consultoras,natura,nao_inferido
km_005,natura / clientes / vende / cliente,3,0.6082648634910583,doc_1434a07027866aa7_pp_ch_0009,doc_1434a07027866aa7,"Não, eu já sou bem sincera com elas. Ou como elas me perguntam, esse daqui é bom? Elas falam. Ele é bom. Eu vendo bastante perfume mais amadeirado, cítrico. Doce, doce, eu não vendo muito. E eu também, tipo assim, pra mim, usar doce é difícil. Porque eu tenho rinite e ataca rápido. Você vende mais o que você gosta, porque as pessoas te pedem indicação e você indica o que você gosta, é isso? Travou pra você, Lu? Oi! Voltou. Voltou. Tinha dado uma travadinha. E, Rebeca, me conta uma coisa. Quando você vende pra presente, você já embala o produto numa embalagem? O que você usa de embalagens pra embalar o presente? Sacolinhas. As sacolinhas que eles... Que a natura mesmo. Você gosta das sacolinhas da Natura? Rebeca, tira do... Oi. Oi, agora foi. Você gosta das embalagens da Natura? E aí você compra elas à parte ou são as sacolas que vêm com o presente? Não, eu compro também e o que vem nos kits também. Tá. Legal. E aí quando alguém quer ter presente, normalmente eles chegam para você e fal",natura_3cs,consultoras,natura,nao_inferido
km_005,natura / clientes / vende / cliente,4,0.6006332635879517,doc_1434a07027866aa7_pp_ch_0006,doc_1434a07027866aa7,"E assim você precisa a cada revista nova dessas marcas. Você precisa mandar para os seus clientes e para esperar retorno ou hoje você depois desses dez anos já trabalhando com isso você considera que assim já já meio que automático assim os clientes já sabem que a Rebeca vende e já te procuram. Sim eles. Se eles mesmos me procuram bastante porque como posso te falar é que eu vendo bastante a Natura por qual motivo? Tem clientes que eles pegam bastante kit e elas sempre falam assim para mim, Rebeca quando aquele kit estiver pronto me avisa, tá bom, dá para parcelar? Dá. E eu parcelo. Porque eu já vi que outras revendedoras entregam produto hoje, uma semana já estão cobrando, né? E caso que, tipo, a cenatura, não é assim, né? Eu espero, eu falo, se você comprar esse valor acima de 100, eu parcelo pra elas, eu falo, as datas são boas. E eu sempre faço uma, como posso falar, uns pedidos sempre depois do pagamento ou do baile. Pra assim não me atrapalhar, nem atrapalho elas. Então você faci",natura_3cs,consultoras,natura,nao_inferido
km_005,natura / clientes / vende / cliente,5,0.5967742204666138,doc_5e6540144b9030fe_pp_ch_0007,doc_5e6540144b9030fe,"Isso você acha bom. Acho maravilhoso. Muito bom. Você acha bom o fato, por exemplo, da Natura você conseguir tirar os produtos, ou você não acha? Isso, eu acho maravilhoso porque eu compro o produto, eu compro o kit, aí eu não vendi aquele kit naquela data especial, eu vou separar, isso, aí eu vendo ele avulso, aí eu vou ter caixa guardada, eu tenho bastante caixa da Natura guardada. É porque às vezes a pessoa quer só produto daqueles três que tem ali ela não quer todos aí eu vendo só aquele produto então já desmembrou já não é mais kit então a caixa fica guardada. Então quando me compram é produto da natura é kit da natura eu sempre tenho caixa porque eu tenho bastante do tempo que eu vendo tem bastante caixa do boticário já é raro eu ter eu não tenho não tenho caixa de presente que eles não mandam tem que comprar e eu não compro. É só quando tem o kit pronto mesmo. Mas as pessoas, você prefere que venha aberto? As pessoas gostam quando vem fechadinho da Natura, do Boticário assim? Ou",natura_3cs,consultoras,natura,nao_inferido
km_006,papo / nome / comecar / bate papo,1,0.72261643409729,doc_012fe174842b390e_pp_ch_0001,doc_012fe174842b390e,"Oi! Tudo bem? Eu também e você? Tudo jóia! Que bom! Estamos chegando aqui, acho que o Dani e a Dani, né? São dois Danis, o Dani e a Dani já estão chegando também e a gente começa a conversar, você tá bem? Eu sou a [NOME], eu tô esperando pouco a convidada nesse momento, ela entrou mas ela saiu. O Taís e a gente fala que. É da Kira também, né? Isso, isso. Normalmente eu tô apresentando vocês, né? Só que meu teto tá supravada. Você tá travada, Paula, mesmo. Nossa, eu vou tirar uma foto sua, calma aí. Deixa eu tentar ficar 120 graus e ver se melhora. Olha o Willen, gente. Nossa, não continua a travar. Eu tava Ana. Olá, boa tarde. Boa tarde, agora deu certo. Desculpa aí, não sei o que estava acontecendo não, porque eu costumo... A gente também teve pouquinho de dificuldade na hora que a gente tentou entrar, mas deu certo. Aquele dia que a tecnologia não está muito a nosso favor, né, gente? É verdade. O importante é dar tudo certo. Bom, Ana Lúcia, eu sou a [NOME], eu trabalho na Kira, que é",natura_3cs,consultoras,natura,nao_inferido
km_006,papo / nome / comecar / bate papo,2,0.7047898173332214,doc_52108ac94ef635f9_pp_ch_0001,doc_52108ac94ef635f9,"Não, vai ser só você nesse momento e o pessoal da minha equipe mesmo. É só bate-papo para vocês se conhecerem, você vai ver. Deixa eu ver se eles estão aqui. Não aparecem, deixa eu tentar mandar para eles o convite direto. Tá conseguindo. É cafezinho? Ai, gente! Eu bem queria, viu? Olha só, acho que as meninas estão aqui depois do almoço, né? Pedem cafezinho. É bom, né? Deixa eu ver se agora elas vão conseguir entrar. Sim! Oi, Priscila! Olá, gente! Olá, Priscila! Erika, me desculpe por ter seu nome. Com K, me perdoa no convite. Tá, tudo bem, não tem problema nenhum, imagina. Tudo bem, Priscila? Prazer. Tudo, prazer. Priscila, e seu nome? Prazer, Erika. Meninas, eu já contei de toda a dinâmica da pesquisa, já contei também sobre a gravação, então agora eu deixo vocês com a Pri, qualquer coisa eu tô por aqui, tá bom? Obrigada. Obrigada a vocês. Eu tô com pouquinho de problema no meu microfone, tava tentando resolver aqui. Vocês estão me ouvindo bem? Tá me ouvindo bem, Pri? Tô. Então tá ó",natura_3cs,consultoras,natura,nao_inferido
km_006,papo / nome / comecar / bate papo,3,0.6975557208061218,doc_d52d828ab53d85d0_pp_ch_0001,doc_d52d828ab53d85d0,"Só pra deixar ligado na tomada, tá? Isso, por favor. Perfeito. Thais, boa tarde, tudo bem? Oi Tamires, boa tarde, eu tô bem e você? Tudo jóia. Que bom, já estava conversando aqui com a Cecília, já apresentei todo o time também, falei que vocês estavam para entrar, estamos esperando a Mari por aqui. Tá bom. Acho que só a Mari vem nesse, né, o Ívio? Eu acho que ele não vai conseguir. Eu acho também, mas tudo bem. O importante é que vocês não dozem estado por aqui, conversando com ela. Eu vou te mandar uma pergunta no WhatsApp, tá? É isso. Mande-me, tá bom. Oi gente, voltei! Bora lá! Oi Siceneia! Tudo bem com vocês? Tudo jóia! Então tá bom. A Mari está ingressando aqui como palestrante. Oi, pessoal, tudo bom? Desculpa a demora. Oi, Mari. Boa tarde, tudo bem? Tudo bom. Tá meio barulhento aqui, eu não sei se vocês conseguem me ouvir bem. A gente consegue te ouvir, mas a gente consegue ouvir o barulho também, pouquinho de barulho. Eu vou... Eu falo e desligo o microfone para não ficar muito ",natura_3cs,consultoras,natura,nao_inferido
km_006,papo / nome / comecar / bate papo,4,0.692090630531311,doc_124f0c4d1195ab02_pp_ch_0008,doc_124f0c4d1195ab02,"Eu não pretendia, de lá eu já... A gente pode se encontrar lá, que eu vou ter que voltar mesmo. Tá bom. Ana, por você, tudo bem? A gente se encontra lá também, por mim, tudo bem. Tá bom. Depois a Thais disse que vai passar o contato dela e a gente combina com ela onde ela quer encontrar. Tá bom, beleza. Fechou. Sobre o papo de agora, gente, eu tô com roteirinho aqui de cola na minha segunda tela, e aí eu vou controlando aqui se a gente faz todas as perguntas, e aí se for o caso eu vou complementando, mas como eu falei mais cedo, eu fico aqui mais nesse trabalho de ir anotando, capturando as percepções, tá? Vamos embora. Só pra avisar que ela está entrando, tá? Ela teve problema com a chuva, ela foi deixar o filho dela na escola. Oi, Rafisa. Desculpa, perdão, tô toda molhada da chuva. Mas você tá bem? Tô bem, tô ótima, cheguei. Que bom, você consegue ver e ouvir a gente tranquilamente? Isso, todo mundo aí tá ótimo. Legal, Rafisa, eu me chamo [NOME], eu trabalho na Kira, a Mônica, a Anny",natura_3cs,consumidoras,natura,nao_inferido
km_006,papo / nome / comecar / bate papo,5,0.6902898550033569,doc_cda5ac0ca4bfa447_pp_ch_0004,doc_cda5ac0ca4bfa447,"Tá bom. A B também tá nosso grupo. Rosana, tá. A Deano, acho que ela não vai entrar, né? Mas ela tá nosso grupo, é isso? Ela faz parte do nosso... Eu entendi que... Até ontem não fazia, e hoje... É hoje que vocês colocaram ela, né, Thaís? É porque são duas... Ontem, ontem no final da tarde, é, A Polly... Então, ela faz parte do nosso grupo. Mas não que ela vá participar de todas as fases efetivamente com vocês. É, hoje, inclusive, tem uma reunião de elo, mas depois a gente fala. Ela até cancelou o GG porque tinha. GG esse horário, e aí foi por conta dela. Mas, gente, não significa que vocês não podem também falar, fazer alguma intervenção, algum complemento, tá, Tati? Pode, não tem problema nenhum, ainda mais se tiver, às vezes, alguma questão específica, super pode, tá? A Rosana chegou. Oi, Rosana, bom dia, tudo bem? Você está com o microfone mutado e ao lado desse do vídeo que você tá me escutando? Perfeito, obrigada, viu, Rosana, pela disponibilidade de conversar com a gente. Quem v",natura_3cs,consumidoras,natura,nao_inferido
km_007,pele / corpo / uso / gosto,1,0.7153638601303101,doc_ecbea0911b71e6fa_pp_ch_0019,doc_ecbea0911b71e6fa,"Eu gosto de passar mais nas minhas pernas, porque é o local, na minha canela, é onde resseca mais. Então, eu procuro hidratar mais. Como você faz isso para hidratar mais? Então, eu uso hidratante. E no inverno, eu costumo passar óleo. Tomo meu banho, com o corpo molhado, eu passo o óleo e depois eu me seco. Para não ficar com a pele muito brilhosa também. Aí eu uso o hidratante da Boticário, eu gosto muito do Lys e do Elysée, e uso o Lily também. Por que você gosta desses, Marcely? O perfume deles são surreais. Quando eu passo esse hidratante, eu não tenho necessidade de passar perfume. É o mesmo que eu uso. Entendi, mas qual óleo você usa? Eu uso da linha SPA, o de quinoas. E por que esse óleo? Porque eu acho que isso deu bastante pra minha pele. Hidrata bastante. Eu uso mais óleo no inverno, né? Porque no calor não tem condição. Mas eu vejo que ele não deixa a minha pele dar aquela craquelada Porque se eu não hidratar, começa a dar aquela craquelada, ficar soltando as pelinhas E eu n",radiosa,nao_inferido,nao_inferido,nao_inferido
km_007,pele / corpo / uso / gosto,2,0.7012149095535278,doc_a1d2b9d6eaf7c8a9_pp_ch_0018,doc_a1d2b9d6eaf7c8a9,"E você usa o quê no pé? No pé eu uso hidratante normal, que normalmente eu passo hidratante no corpo, aí quando sobra eu dou uma passada nos pés, mas não é algo muito importante, porque sempre eu tô de sapato, então não é algo que eu uso com muita frequência, que eu preciso necessariamente estar usando. E Andressa, quais são as necessidades e preocupações quando pensa na pele do corpo? Eu já não tenho específico, Só prefiro, às vezes, o óleo no frio mesmo, porque resseca mais. E no calor eu procuro usar o hidratante mesmo, no corpo inteiro. O mesmo que eu uso no rosto, eu uso no corpo, no pé. Você usa o mesmo hidratante no corpo todo? No corpo inteiro. E como que você faz para escolher? Você busca que tem o quê, faz o quê? Então, eu não gosto muito de hidratante muito denso. Então, eu uso o todo de algodão, que é cheirinho mais suave, e é o que eu gosto. Você gosta que a sua pele do corpo fique como? Somente hidratada, não tenho essas miúdas também com cheiro. Quando você fala somente ",radiosa,nao_inferido,nao_inferido,nao_inferido
km_007,pele / corpo / uso / gosto,3,0.6956671476364136,doc_bc29e08f3450ea98_pp_ch_0028,doc_bc29e08f3450ea98,"Porque eu acho ela grossa. Em que sentido? E eu acho que é coisa da minha cabeça, viu, gente? Porque eu fiz uma tatuagem pequenininha esses dias e eu falei assim pra minha prima, faz do outro lado, que esse lado aqui é muito feio. Ela falou assim, mas feio aonde? Grosso aonde? Tipo, coisa que você tá imaginando. Acho que quando eu era muito novinha, eu passava muito gilete e aí aquilo... E as pessoas falando, não pode passar gilete que engrossa o pelo, engrossa a pele. Então, acho que isso ficou ali, assim, eu tenho a impressão de que a minha pele da perna é grossa. E não é a que eu mais gosto. Mas é uma das que eu mais cuido, né? Pele de perna e pele de braço são as que eu mais hidrato, que eu esfolio e tal. Por quê? Não sei, acho que é... Não sei, é automático. Beleza. Vai, meninas! Diana, Eliane, contem vocês sobre essa questão que a gente tava conversando aí da pele, do corpo. Eu costumo cuidar de modo geral de tudo, cuido de pele, de rosto, de corpo, de mãos e pés De modo geral, o",radiosa,nao_inferido,nao_inferido,nao_inferido
km_007,pele / corpo / uso / gosto,4,0.6929730772972107,doc_a1d2b9d6eaf7c8a9_pp_ch_0019,doc_a1d2b9d6eaf7c8a9,"Além de absorver bastante o creme, quando você fala da pele sedosa e visualmente, como que você gosta que a pele do corpo esteja, o visual da pele do corpo? No meu caso, tem manchas de cinzenta, né? Que a gente chama de perna cinzenta. Esbranquiçada, craquelada. Sentar cinzenta, sentar esbranquiçada e craquelada. Quais são as áreas que fica mais esbranquiçada, cinzenta e craquelada, hein? Geralmente o calcanhar. Cotovelo... Eu vou pra Sandra, depois pra Leda, pode ser? Fala aí você, pra gente, quais são as suas necessidades e preocupações pensando na pele do corpo? Hidratar, né? Até porque quando eu mordo no Recife é muito quente. E aí? Meus cotovelo, as pernas que ficam muito ressecadas, meus pés estão rachando, tá entendendo? Então, eu hidrato tudo. O que você usa, Sandra, para hidratar essas partes do corpo? Eu uso hidratante, frutas vermelhas, que eu gosto muito, da Avon. Hidratante, Avon, frutas vermelhas. Por que você gosta muito dele, Sandra? Me conta. Porque ele deixa a minha p",radiosa,nao_inferido,nao_inferido,nao_inferido
km_007,pele / corpo / uso / gosto,5,0.6859256029129028,doc_ecbea0911b71e6fa_pp_ch_0023,doc_ecbea0911b71e6fa,"Entendi, mas você usa também ou não? Daí foi só pra ele mesmo. Eu não tive problema, né? Eu não tenho esse problema com a minha pele assim. Tá, entendi. Mas eu não uso, não. Tá, então me conta, eu vou começar já. Vocês já falaram pouco na nossa conversa, mas aqui às vezes eu sou [NOME], porque eu gosto de, assim, eu sou [NOME]. Então eu quero que cada uma de vocês me conte aí a rotina de cuidados aí com a pele do corpo, tá? O que faz, quando faz, o que usa, pode falar a marca, nome, beleza? Quer começar você, Juliana Oliveira, que já tá aí com o microfone aberto? Eu passo somente o hidratante, somente depois, após o banho mesmo. Eu não tenho muita coisa assim com a pele. Somente mais no frio. No frio eu procuro hidratar mais, porque ela é muito ressecada, a minha perna. Ela resseca ao extremo, de craquelar mesmo. Tá, mas essa hidratação a mais no inverno é passar mais vezes o hidratante, o creme, ou é alguma outra coisa? Não, mais vezes. Tá, e qual produto você usa e por quê? Eu uso o ",radiosa,nao_inferido,nao_inferido,nao_inferido
km_008,fusao / pedido / natura / avon,1,0.6455841660499573,doc_4b466654cd374bdf_pp_ch_0016,doc_4b466654cd374bdf,"Ué, faz tempo isso. Não, eu recebi esses dias. Foi esse boleto da palavra. Agora, eu até comentei com ela. Você vai ter que vasculhar. Já não é a primeira vez que você faz isso. É, também aconteceu comigo já. Boleto antigo e tal. É, entendeu? Aí você fica, poxa vida, agora eu vou ter que vasculhar onde tá esse boleto. Onde que eu paguei, qual o estrago que foi. Entendeu? Agora, e como é que é a relação de vocês com a empresa? Essa coisa do pós-venda é ruim e não tem tanto suporte. Como é isso? Eu ouvi uma coisa do Me Sinto Parte e como é a in natura? Na mão me incomoda a pressão da. Líder de passar pedido e ficar ligando. No meu setor a mudança é de fevereiro. A minha líder da Natura é muito tranquila, mas quando tinha a outra eu ficava com dó dela. Vocês tinham uma líder na tour e uma lídera bom. Pensa por enquanto nessa parte. Não vamos entrar ainda depois da fusão. Eu estava com dó dela, porque às vezes ela me enganava. Ela falava, amiga, você pode me ajudar que eu tenho que bater n",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_008,fusao / pedido / natura / avon,2,0.6406619548797607,doc_d9b928d2f9d57ae9_pp_ch_0023,doc_d9b928d2f9d57ae9,"Em 3 dias você pediu no sábado, na quarta estava em casa. Agora eles vêm sem o boleto, pedido cancelado. Mais os pedidos que fiz por Natura, por avô. No meu caso está total. Dá pedido cancelado e acabou. Não vai entregar. Eu fiz ontem do ciclo 19 e estou olhando no aplicativo. Vamos tentar. Atrasa e cancelamento de pedido. Isso. Tanto de produtos Natura, de produtos da Honda, não faz. O meu não está terminado. O meu está terminado. O meu foram as duas. O meu só está atrasado. O meu não está atrasado. O meu já tem nove dias. O meu chegou com três dias. Vamos tentar entender o que a gente tem. O que é a fusão? O que mexeu no negócio de vocês? Porque eu vi que tem negócio assim na administradora. O meu mexeu sim. Eu tinha umas meninas que vendiam para mim. Eu dava comissão para elas da Natura. E elas vendiam só rum. Hoje não. Hoje elas não pedem mais para mim e vendem rum. Mas só que a Natura não vai perder por isso. Porque elas estão pedindo para elas. Só no caso. As suas meninas, que er",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_008,fusao / pedido / natura / avon,3,0.6366381049156189,doc_9da29b5ddacac7d2_pp_ch_0025,doc_9da29b5ddacac7d2,"É porque o livro só tem intimidade aí, tá? Mas nem se tinha falado, né? A gente perdeu a intimidade toda a gente. Né? Não era amiga, né, Gina? Ela era minha amiga. Era uma coisa assim, né? Ela interpretava o pedido. Sim, ela era minha amiga. Eu tinha ajudado ela, né? Quebrava os dados. Quebrava os dados, ajudava. Que facilitava essa coisa do... Bom, pedi esse mês, vamos ajudar com esse ciclo. Então, eu tô em fase da adaptação ainda. Quando ela aparece ser bem visão. Então, eu cheguei a entender esse ponto. Mas você usava a sua líder assim, né? Eu acho que dá isso. Ela estudava, ela superesse a líder. A minha não mudou. Eu tive essa sorte. Que sorte! Levanta a mão, quem mudou? Quem teve a líder mudada, sei lá. Todo mundo menos... Você também, né? A minha mudou. Então, nesse sentido, a minha... Isso aí eu tô tranquila. Porque antes dela ser minha... Ela era revendedora junto com o Kiko. Ela virou líder, virou líder de Amigas. A gente tinha esse esquema mesmo. Eu já completei meu pedido. ",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_008,fusao / pedido / natura / avon,4,0.6215587854385376,doc_4b466654cd374bdf_pp_ch_0028,doc_4b466654cd374bdf,"Saco, você foi mesmo, não teve negócio... Não teve negócio assim, tipo... Veio a público, por exemplo? Não, não teve. Então isso gera muita dúvida... Além disso, chegou, conversou comigo, olha, vai entrar no jogo, tudo... Mas também foi isso. Mas a sua líder, Natura, que falou pra você. A minha líder, Natura, só disse que ela não ia ser mais líder devido a fusão que a gente já sabia. Pelos crew que a gente já tava. Mas que ela ia pra outro patamar dentro da empresa, mas se eu precisasse dela, tinha o contato dela pessoal e fulano de tal. A minha líder era a partir de agora. E aí, eu conheci a líder na festa de [IDADE] anos. De consultora de [IDADE] anos. Então, pera lá. A gente soube meio de lá. É, da Rádio Peão. Português, claro, foi da Cádipiano. É, e você falou, né, que tava vendo aqui na rotina... Não, mas era, tipo, cara, foi assim, do nada, eu fui passar pedido da Natura, tinha mapa da Avon lá. E aí, o que você fez? Cara, o que é isso, né? Tipo, beleza, não vou pedir Avon agora, ",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_008,fusao / pedido / natura / avon,5,0.6196228265762329,doc_0dc2e6ecde931dc0_pp_ch_0023,doc_0dc2e6ecde931dc0,"Tem uma coisa, só que eu posso falar uma coisa, deixa eu voltar. Eu tomei diamante que veio pra mim. Ele já se assinou no meu grupo há uns [IDADE] anos. Só que ele era de indígena e ele veio bloqueado. O que falou? Ele não consegue passar por aqui? A mão, só que a mão mesmo você aceitou ele, e esse é aquele lojinha, e quem vai pagar essa conta? Eu sei, pela segunda vez. Porque é diamante, o senhor que. Não vai fazer pedido. Porque a Natura deveria ter visto, a Natura deveria ter verificado isso já, porque. Agora vocês sabem, nem colocaram. Não tinha colocado ninguém. E a invasão tem o cadastro dele e da irmã, então não vai fechar. Então, a nossa preocupação hoje também tem que ver. Nós vamos perder muita gente. Muita gente. E aí? E aí, quem é culpado? A gente vai... É, vai para o espaço. E a gente vai refletir depois? Não, eu estou falando de morte. Em todos os aspectos, já está refletindo a gente, vai continuar refletindo até que essa relação no meu ponto de vista seja restabelecida. ",mercato_brasil,nao_inferido,nao_inferido,nao_inferido
km_009,produto / marca / produtos / questao,1,0.6114009618759155,doc_a11e5233b2bda4e2_pp_ch_0046,doc_a11e5233b2bda4e2,"Bem legal, eles estão usando muito menos, como que é, coisas artificiais, química, dentro do produto, que para o nosso cabelo é maravilhoso, para nossa saúde é maravilhoso, e para o ambiente não tem nem o que falar, né? Eu acho que é bem legal. Eu acho que é uma coisa que eu já esperava da Natura. Isso aqui já esperava, ou seja, tá dentro. É, pra mim tá dentro, porque a Natura, ela sempre teve a pegada natural, né? E a cada produto que ela lança, ela usa mais porcentagem de produtos naturais. Então, pra mim tá dentro, pra mim tá ok. O próximo vai ser 100%. É muito bom, mas não é diferencial, sabe? Pensou 100%? O próximo que eles lançarem vai ser 100% porque cada vez está melhorando. E aqui 100% clássico da Natura, primeira marca 100% velho clássico da Natura. Acho bacana. E aqui, vamos ver essa parte aqui. O que vocês acharam? Porque estamos terminando, tá? O que vocês acharam desses elementos? A única coisa foi o sabonete condicionador, né? Que você falou que tá errado, que é condicio",biome,nao_inferido,nao_inferido,nao_inferido
km_009,produto / marca / produtos / questao,2,0.603203296661377,doc_813751e4679e395b_pp_ch_0028,doc_813751e4679e395b,"Aí vou colocar o famoso Defende, porque a gente sabe que existem até produtores pequenos que fabricam sabonetes em barra e que tem todo esse cuidado que a natura tem também na produção. Eu acho que Quando a gente está falando de uma pessoa pequena e que tem uma filosofia específica, até se foi enveredar por esse caminho de cosméticos orgânicos e outras coisas, também tem uma ligação muito grande. A diferença, às vezes, quando a gente olha, qual é a consequência de a gente... A cadeia positiva, também, que uma empresa maior consegue oferecer. Então, se a gente está falando de usar uma pequena ou usar uma grande, vai, às vezes, pouquinho do que você melhor se adapta, o que você tem acesso. Como o Rodrigo falou, se ainda não teve acesso, a gente tem que levar ele para conhecer outros. Tem os outros acessos, né? Mas eu acho que também uma empresa grande, ela consegue gerar uma cadeia pouco maior, uma cadeia positiva pouco maior pelo tamanho, né? É, Ana, eu já usei shampoo Ibarra, Cadivel, ",biome,nao_inferido,nao_inferido,nao_inferido
km_009,produto / marca / produtos / questao,3,0.595152735710144,doc_813751e4679e395b_pp_ch_0046,doc_813751e4679e395b,"E como soa essa olhenda dendê? Como soa o que eles falaram? Eu vou falar assim, ele é óleo natural, a gente fala assim, tem que ter, não é originário do Brasil, mas ele faz muito parte da nossa cultura, então eu acho que é utilizar coisas que a gente tem aí em abundância de uma forma eficiente, a gente não precisa usar produto químico como uma base para rinçar, eu acho que é termo que talvez exista, rinçar o cabelo, que é trazer, conectar o cabelo. Marina, você já tinha ouvido falar nesse oleína dendê, alguma coisa semelhante nesse produto? Opa, desculpa, estava fechado. Especificamente oleína dendê, não. O que você tinha em mente de ingrediente? Não, eu tenho ingrediente, por exemplo, castanha, essas coisas que já são dos produtos da Natura, né? Na loja até a moça explica, uma outra coisa pouco ali sobre a matéria-prima, mas não... Esse nome, Oleína dendê, não me recordo dela ter me explicado, não. Mais alguma questão dessa parte aqui, que chamou a atenção, que foi interessante, ou qu",biome,nao_inferido,nao_inferido,nao_inferido
km_009,produto / marca / produtos / questao,4,0.5882077813148499,doc_c81de68b7ac9189d_pp_ch_0049,doc_c81de68b7ac9189d,"Tudo o que a Zminia falou é mais pouco aqui, porque a Natura, além de ter hidratante, ela tem sabonete, tem shampoo e base, ou seja, há uma grande inovação de produto que ainda pensa natureza e está sendo vegano, coisas que a gente não vê muito. Então, eu gostei bem disso. Gostei também das pessoas, da diversidade, eu mostrando o corpo real, mostrando a realidade. Gostei também da junção de sérum com base. Isso, todos os momentos da vida também que ele dá. E também, tipo, todos... Vamos dizer que traz uma sensação de alegria, outro de paz, calmaria. Essas sensações, assim, que traz os produtos. Olhar essas propagandas aqui hoje, essa proposta de propaganda de Natura, Muda a impressão que vocês têm dessa marca? Agrega alguma coisa para essa marca? A marca perde alguma coisa fazendo uma propaganda assim? Como que fica agora que vocês já viram tudo? Gabi, me conta. Eu sempre tive uma imagem bem boa da Natura, sempre usei os produtos, então acho que só agregou mais com tudo que eu vi. Tant",rosacea,nao_inferido,natura,nao_inferido
km_009,produto / marca / produtos / questao,5,0.5833705067634583,doc_b53730e47cc798ef_pp_ch_0067,doc_b53730e47cc798ef,"Sim, acho que devia ser redondinho também, esse formato, é oval na verdade, meio triangular. É bem a ideia da palma da mão, formato bem definido. Eu achei interessante essa tua colocação. Eu até por momento pensei, como você falou, do formato da embalagem, Prefiro não comentar, não achei que tivesse relevância, mas que bom ouvir o que você falou, Isabel. Eu acho que ela em forma circular não vai ficar tão interessante, até mais uma questão de logística mesmo, acho que dificulta pouco, mas... Eu sei, eu tô incomodada com a embalagem mesmo, mas eu não sei se necessariamente é o formato dela. Eu acho que... Não sei, pode até ser quadradinho, uma coisa mais... Altinha, sei que me desce a impressão que tem algo ali dentro, que pra mim tá parecendo que tem sabonete de hotel aí dentro, tem uma coisinha assim. Pois é, assim, eu sei de outros produtos, acho que da Natura também, que já tem esse formato mais anatômico, não tão, sabe, ângulos retos e tal, e eu acho que Esse produto, tipo, ele tin",biome,nao_inferido,nao_inferido,nao_inferido
km_010,transmite / tecnologia / embalagem / parece,1,0.7104099988937378,doc_40a5bd913d6434d3_pp_ch_0024,doc_40a5bd913d6434d3,"Não dá para pegar só a imagem... Mas a cor, a embalagem me atrai. Transmite o quê para você? O que mais? Certamente, eu pegaria para olhar, para ler, para ver do que se trata. Essa imagem de fundo te transmite alguma mensagem, Suzana? Eu gosto, eu gosto dessa imagem de fundo também. Parece moléculas, parece água, sabe? Uma coisa assim de profundidade, sabe? Do mais superficial ao mais profundo. Qual deles, gente, transmite mais a mensagem de inovação? É o S5. S5. Eda, qual transmite para você a mensagem de inovação? Eu também vou concordar com as meninas, esses cinco. Onde que tá a inovação aqui dessa imagem? Onde que vocês viram inovação aí? O design da embalagem. Mas é a cor mesmo que me chamou a atenção. Mara, onde você viu inovação aí? Eu achei a embalagem sofisticada, a cor dela assim se enquadra, parece ser dourado meio rosê. Ela ficou chamativa, ela chama a atenção. Quando a gente bate o olho assim, quer pegar o pote para ver o conteúdo. Susana, onde tem inovação aí? Sabe que a ",gaia_ii,nao_inferido,nao_inferido,nao_inferido
