doc_id,chunk_id,chunk_index,n_words,n_topic_tokens,idioma_detectado,score_pt,score_es,score_en,quality_reasons_str,text_for_embedding
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0008,8,252,109,es,0.29536,0.51055,0.03376,language_not_allowed,"Parece que era la letra de Eco, me parece. años_C1C2_Otras mar... 10 / 97 La letra Ecos. ¿Alguna te acuerdas? Después había una chica. Sí. Perfecto. ¿Se acuerdan lo que di? Una fruta. Era una fruta que es como una estrella, me pareció a mí, pero una fruta sin conectar. OK, bien. ¿A qué aludirá esa fruta? ¿Qué será de todo esto que venimos hablando? años_C1C2_Otras mar... 11 / 97 Este componente, seguramente a base de ellos suelen usar cosas que en general, por lo menos yo no conozco la naturaleza, en la selva, y lo utilizan y lo prueban para utilizar. OK, ácido hialurónico, lo mencionaste. Ácido hialurónico. No, el componente de la. El ácido hialurónico es algo de laboratorio, Es un agregado bien bárbaro. Y otra cosa que recuerden del inicio, ¿Pueden acordarse de otra cosa más y ahora me cuentan lo del ácido hialurónico que apareció por ? Verde de la naturaleza, no me acuerdo qué era una montaña o un cerro o algo así. años_C1C2_Otras mar... 12 / 97 OK, verde de la naturaleza, las gotitas, todo lo que me fueron contando. OK, perfecto. Yo digo, ¿Se ve la piel de una mujer también en algún momento? ¿Cómo, querida? ¿Que se ve como la piel de una mujer o algo, pasándose una crema? Bien, bárbaro. ¿Para quién piensan que está pensada esta idea publicitaria? ¿Para quién? ¿A ti? años_C1C2_Otras mar... 13 / 97 Las mujeres de cualquier edad. Perfecto. OK. ¿Se identificaron de alguna manera con lo que está proponiendo esta idea publicitaria?"
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0009,9,260,119,es,0.384,0.524,0.04,language_not_allowed,"Sí, la hidratación de la piel más que nada. Claro. OK, ¿Y qué era eso del ácido hialurónico que dijiste por que apareció? ¿Cómo era ese asunto? Creo que mejora la producción de ácido hialurónico. ¿Se acuerdan las demás? Si, decía algo así que mejora la producción del ácido hialurónico. años_C1C2_Otras mar... 14 / 97 Yo no sé si. No recuerdo, creo que decía como para rejuvenecer la piel, para hidratar, creo que decía algo así. Hidratar la piel con ácido hialurónico, algo así, O sea, mejora la producción o para rejuvenecer la piel o hidratar con ácido hialurónico. OK, si lo tuviéramos que definir en todo caso, ¿Cuáles serían los beneficios de este? ¿Qué producto era? Una crema, me dijeron. ¿Cuáles serían los beneficios de esta crema? Hidratación. Hidratar la piel. Hidratación. años_C1C2_Otras mar... 15 / 97 Cómo, Perdón, Sin dañarla, digo, naturalmente, Hidratar sin dañar, que eso que me vienen diciendo desde el principio, o sea, hay como una doble naturalidad. OK, perfecto. Y da ganas de alguna manera de esta idea publicitaria, da ganas de ver de qué se trata, investigar un poquito si, no, más o menos cómo es. Sí, a mí sí, es como. Inclusive por eso decía yo que me faltó un poquito más, como quería ver más. Claro, pero me tenés que decir que aparte de que pase el producto, si hay algo más querés saber, ¿Qué sería lo querés saber? No, en realidad sí, no sé si saber, pero ver un poco más, no sé, la mujer poniéndose la crema en el cuerpo, pasándosela."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0010,10,262,109,es,0.38153,0.52209,0.05221,language_not_allowed,"Esta idea así como está, tomémosla como está y decimos lo que. A mí me pasó, que le presté atención, porque me dijiste que le preste atención, digamos, pero si no, si yo por ejemplo lo veo en la tele, probablemente nunca me hubiera enterado de qué era, porque es como un flash la publicidad. años_C1C2_Otras mar... 16 / 97 Claro, es un flash. OK, y ahora que le prestamos atención, Agostina, Melina, Ana, ¿Qué les parece? A mí me gustaría, Me gustaría saber por qué formato tiene, digamos, si es crema, si es un serum, si es la textura. Me intriga. A mí también me interesa la textura, el olor, cómo queda después de aplicarlo en la piel. OK, bien. Ver un poco más la crema. OK, perfecto. ¿Recuerdan haber visto alguna publicidad parecida a esta que acabamos de ver, esta idea? OK. Y me dijeron que era de natura. Sí. ¿Qué mensaje queda de Natura? Si tuvieran con palabras, definirme que qué ideas les queda de la marca a partir de esta publicidad. años_C1C2_Otras mar... 17 / 97 Usa productos naturales para que uno se vea más linda con la piel hidratada. OK. Sí. ¿Están de acuerdo? Sí. Natura es como que te da eso, Natural, digamos, y te da esta cosa de natural. Natural es bueno, porque natural, qué sé yo, para todas es bueno. Yo creo que sí, Vos Agustina, que me decías. años_C1C2_Otras mar... 18 / 97 No, no, que sí, que cuando veo así las publicidades de Natura me da eso, viste, a natural aparte lo que te di."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0011,11,242,98,es,0.33624,0.58079,0.04367,language_not_allowed,"También. Perdón, yo quería aportar algo también, esto de mejorar mi piel o mi aspecto y por otro lado que siempre medio lo que apunta Natur y qué sé yo, es no afectar el ecosistema o no afectar, no sé, si bien ellos no lo dicen, es como que uno ya sabe que para lograr esa crema no van a estar causándole un daño a la naturaleza, al contrario. Perfecto, me quedó clarísimo porque me lo contaron re bien. La idea es, desde lo que estoy viendo en esta publicidad y de lo que me está mostrando, ¿Hay algún tipo de novedad en el sentido? ¿Qué les parece desde lo que dice, desde lo que muestra, encuentro? ¿Cómo les pareció la parte visual? ¿Encontraron algo novedoso, diferente? Lo que encontré diferente es cuando habla de Tucuma, que dice Natura Ecos, Tucuma. Eso. Como que me quedó con ganas de saber un poco más de eso, de esa palabra que nunca la había escuchado bien. Las demás, desde lo visual, desde lo que vieron, desde las imágenes, Para mí. años_C1C2_Otras mar... 19 / 97 Es diferente a otras de crema, porque por lo general en las de crema siempre se muestra todo en colores blanco y todo como muy. Ambientes muy estériles, así. Y esto era como más salvaje, más natural, más. Más tropical, no sé cómo decirlo. Era diferente, más laboratorio. Eso lleva. Más laboratorio. Y acá es lo natural y la selva."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0012,12,253,101,es,0.37768,0.53648,0.03004,language_not_allowed,"Y igual se identifica la marca Natura acá en esta publicidad creo que por todo lo que me dijeron está respondido. Pero como para cerrar la idea. OK, identifico la marca. La pregunta es, ¿Se acuerdan cómo termina? ¿Aparece al final? Vieron que siempre al final de las publicidades aparece. Sí termina con una frase Ser bien o estar bien, algo así. El logo y la frase Ser bien, Luego me acuerdo o estar bien y el logo. ¿Y qué te acordás del logo? La vamos a pasar rapidísimo para analizar esto juntas. Del logo ¿Que te acordás Melina? Ahora me entró la duda, pero yo no sé si. Había unos colores verdes, me parece de la letra. años_C1C2_Otras mar... 20 / 97 ¿Colores verdes puede ser? Sí. Y la letra era como delicada, una. Letra digamos del final. Sí. Bien, vamos a hacer lo siguiente. Yo voy a volver a detenernos en un par de cosas y hablamos sobre eso específicamente. Compartimos de nuevo. Fíjense cómo empieza. ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por vos? años_C1C2_Otras mar... 21 / 97 ¿Escucharon la pregunta? Sí, sí. ¿Qué les parece? ¿Qué se entiende con esa pregunta? Amazonia es como que a mí me traslada como la selva. Es como si pienso yo que te pones el producto y como que ni sentís que te estás aplicando algo como que es suave, como que te ayuda, pero a la vez no es algo que te va a afectar o algo que."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0013,13,246,122,es,0.31624,0.46581,0.02991,language_not_allowed,"Perfecto. ¿Y qué les parece el modo que sea iniciar a través de una pregunta? Si pudieras sentir en tu piel lo que la Amazonia por vos interpela. Está bueno. Interpela. Presto atención. Yo le doy como más bolilla por si estoy haciendo algo. años_C1C2_Otras mar... 22 / 97 Además, ¿Qué les parece el formato de pregunta como inicio de una idea publicitaria? De esta idea publicitaria. A mí me gusta, me parece. Sí me atrae. Me parece bien. Pero ¿Por qué prestás atención? Claro, acá, ¿Por qué no la terminamos y por qué será? Se interpela, se atrae. Acá no la vimos, nos pasó eso. ¿Por qué será? Díganlo con honestidad, díganme. Para mí pasó inadvertida. Pasó inadvertida, exactamente. Bueno, pero como idea está bien. Lo importante es pasó inadvertida, pero como idea está buena que empiece con una pregunta y sí tal cosa. ¿Están todas de acuerdo? ¿Sigo? Miremos lo que sigue que voy a parar. Estimulá la producción del ácido hialurónico en el cuerpo con la potente hidratación Antiseñales de Natura Ecos Tucumán. años_C1C2_Otras mar... 23 / 97 Se ve esa parte final. Miren cómo es. Venía todo tal lobo, como decían por , Tucumá. Bienestar hace bien y termina con bien estar bien. ¿Qué piensan de eso? ¿Qué les comunica, qué les transmite? ¿Entienden. De palabras? Como que te vas a sentir mejor aplicándote la crema. Me hace pensar eso, como te vas a ver bien. Y te ayuda la marca al darte esa crema."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0014,14,275,112,es,0.34884,0.53101,0.03101,language_not_allowed,"OK, bien. ¿Y las demás? Sí, yo pienso igual. Como que para que te sientas mejor, o sea, no mejor, sino para que veas tu cuerpo mejor, digamos. Buenísimo. OK. ¿Les parece bien ese juego de palabras para que te sientas mejor, para que veas tu cuerpo mejor? Ese juego de palabras que dice bienestar hace bien estar bien. ¿Les gusta o no les gusta? ¿Por qué innovador? Contame. No, digo, es algo que nunca vi así en una publicidad, en este caso de crema, con un juego de palabras así que tiene que ver con lo que vimos antes, me parece. Tiene que ver tanto con la marca como con lo que vimos. Esta idea de que te hidrata la piel de forma natural, como que, o sea, está todo concatenado, digamos. años_C1C2_Otras mar... 24 / 97 ¿Por qué está todo concatenado? Porque ¿Cuál es la idea básica que destaca acá? La idea básica es que te veas bien vos, que tu piel se vea bien, que vos te sientas bien, que tengas un bienestar con tu cuerpo. Y esta crema me parece que da un poco esa idea al hidratarla de forma natural parece que coincide bien, o. Sea que cierra todo. Para cerrar esta idea, díganme dos palabras cada una. Piense dos palabras asociadas a esta idea que tenemos que pasar a otra. Yo había puesto cuando anoté natural por todo lo que hablamos y que es una publicidad creíble, o sea como que yo le creo a Natura que tiene una crema como que me va a ayudar a verme mejor, a hidratar la piel y no me va a hacer daño."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0015,15,240,120,es,0.30222,0.46667,0.03556,language_not_allowed,"Bien, las demás palabras, dos palabras que hayan, las que escribieron o nuevas cómo frescura. Frescura, Bien, ¿Cuál otra? Sí, a mí también. años_C1C2_Otras mar... 25 / 97 Suavidad. Suavidad. Flexibilidad, elasticidad. Para mí, ¿A partir de qué cosa te da la flexibilidad? La elasticidad. De ver, por lo menos en mi caso, de ver una piel más fresca o más natural, se ve menos tensa, menos como acartonada, entonces de . Perfecto, perfecto. Bien, genial. ¿Alguna quiere decirme alguna palabra más? Porque tengo que continuar, tenemos mucho para ver juntas, ¿No? OK, vamos a cerrar esta. Y vamos a ver. La voy a pasar dos veces también. Si, vamos a ver esta segunda publicidad. años_C1C2_Otras mar... 26 / 97 Y si no te dejaras para mañana, experimentá un ritual para dormir mejor mientras cuidas tu piel con el nuevo Natura Todo Gia Toda Noichi. Vamos de nuevo. Va. Y si no te dejaras para mañana, experimentá un ritual para dormir mejor mientras cuidas tu piel con el nuevo Natura Todo Gia Toda noche. Bien. Bueno, ¿Qué les pareció? ¿Qué me pueden contar de esta idea publicitaria? Bueno, en este caso es una crema de noche evidentemente, pero habla también de cuidar la piel, como de no dejarse para mañana, en el sentido de que también me parece un juego de palabras , porque no dejarte para mañana es como la noche, te vas a dormir, no te haces una rutina facial o corporal."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0016,16,240,109,es,0.33929,0.50893,0.0625,language_not_allowed,"Me gustó, es como decir, te ayuda a cuidarte antes de dormir y al otro día como que te ves mucho mejor, no sé, con la piel. Me dio la sensación que tenía un aroma rico, relajante, algo así, porque dice ritual para dormir mientras cuidas la piel, o sea algo como lindo para la hora de dormir y que además te estás cuidando la piel. Se huele además en la imagen. años_C1C2_Otras mar... 27 / 97 Si, debe tener algún componente, me imagino que debe tener algún sentido. Yo no llegué a leerlo, creo que leí un par, pero no los recuerdo como para marcarlos. A mí me gustó un montón la verdad esto porque justamente lo que me pasa día a día teniendo una bebé tan chica eso, que hay pequeños momentos que nada, vas a hacer algo, por ejemplo, hacer una rutina de limpieza es ahora, no lo puedo dejar para otro momento. Entonces me parece como propuesta que está bueno. Y otra cosa, si hago algo que me haga sentir mejor, que lleve adelante el día y que encima puedo dormir y descansar mejor, para mí es genial. Así que a mí me gustó mucho como propuesta y bueno, ponerlo como un mimo y un autocuidado. Yo lo vi más por ese lado. Perfecto, OK. ¿Y las demás ¿Se identificaron con la idea? Por lo que me vienen diciendo veo que sí, pero me pasó lo mismo."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0017,17,274,109,es,0.37647,0.56078,0.04706,language_not_allowed,"Con lo que está diciendo Ana, como esto de una especie de relajación al irte a dormir. Y también lo que más me impactó. Que me impactó, me llamó la atención para. ¿Positiva? ¿Se escucha lo que digo? Sí, dale. Pero más o menos, pero no importa. años_C1C2_Otras mar... 28 / 97 Escuché como un retorno, la modelo, la chica que hace la publicidad es una chica que no es el estereotipo que se ve siempre, digamos. Y bueno, eso es lo que más me llamó la atención, que es positivo. Obvio. OK, bárbaro. Y las demás que interpretaron, ¿Qué mensaje, qué les quedó de la marca, del producto? Sí, a mí también me dio eso como para irte a dormir fresca, hidratada, digamos. Una buena idea. ¿Te gusta? Sí, o sea, como que me generó eso para irte a dormir con la piel hidratada, digamos. Encontraron, pensando en cómo dice las cosas, cómo las muestra, qué focalicemos en la parte visual, ¿Qué les parece? La parte visual de la propaganda, años_C1C2_Otras mar... 29 / 97 Sí. Es algo cotidiano, es el momento de ir a acostarse, es algo que. No sé, a todas más o menos nos acostamos de la misma forma. Me imagino. Claro, si, es algo del día a día. Y para mí lo que está buenísimo es como darle una vueltita de tuerca y hacer un momentito, cinco minutos, diez minutos para vos. Que esté buenísimo. Esa es la situación, la pregunta yo, porque sé que para orientar, a ver, para lo que me gustaría ver, ¿Qué vieron de eso, la situación de uso y todo lo que me contaron que entendieron?"
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0018,18,269,115,es,0.34146,0.54472,0.04472,language_not_allowed,"Perfecto. La idea es, vieron que a veces hay recursos visuales, ciertos códigos visuales que aparecen y que uno los reconoce de alguna manera o les llama la atención de alguna manera. Acá hay algo de eso o no, o sí, si hay algo que me pueden destacar en ese sentido desde lo visual. Desde lo visual que el lobo tenía como digamos las letras tenían un color más como lavanda, no sé, celeste, violetita, lila, no sé. A mí sinceramente desde lo visual me pareció parecida a las demás, la verdad. Eso, parecida a las demás ¿Por qué? ¿Qué aparece que se parece a las demás? años_C1C2_Otras mar... 30 / 97 No, como que en realidad todas las publicidades de crema son bastante parecidas, como siempre hay una mujer poniéndose la crema, ayudándose a dormir o levantándose y justo se va a trabajar. Como que en eso me pareció bastante parecido. ¿Y las demás encontraron algo que sea novedoso, diferente ya sea versus otras publicidades o versus mismo de las publicidades de natura? ¿Qué ibas a decir Ana? A mí el contexto, sí, ahora que lo pienso me lleva a cuando uno se va a acostar como que es todo, las luces como más bajas, los colores ahora que pienso eran como más celestes, no era quizás tan ruidoso y se movía tan rápido las imágenes. Ahora que lo pienso como que todo transmite como de un relax o como un bajar por las revoluciones, no sé si un relax pero sí bajar un toque y no era tan activa como la otra que era como más ruidos, más."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0019,19,250,95,es,0.36441,0.60169,0.05932,language_not_allowed,"No había mucho de fondo, por lo que recuerdo ambienta bien la situación, celeste, Grises, hasta es diferente a otras publicidades de Natura. Sí, porque en la mayoría tiene mucho de naturaleza, de agua, de plantas, no sé, como todo muy de ese estilo y en esta no. años_C1C2_Otras mar... 31 / 97 Perfecto. Por algo más. ¿Qué piensan los demás? Yo iba a decir del color que mencionaron, el color lila que me gustó mucho porque yo en las publicidades que vi, por lo menos que recuerdo de cremas, asocio mucho el color blanco y el color rosa, entonces este color lila como que me encantó porque aparte que es un color que me gusta mucho, me parece indicado para una crema también. ¿Te gustó? Es diferente, también reconozco a Natura la marca o no. Se, reconoce que es para. Por más que no está ambientado con plantas o los selváticos, reconozco a Natura, A mí me llevó más para otro lado y con los cuerpos que también lo mostraron, lo señalaron, me llevó más quizás a una publicidad de otra marca. No sé si se puede decir. Yo lo relacioné más con la onda que está haciendo las publicidades de DAB que hace todo ese tipo más de. Como de todos los cuerpos. Y temor. Sí, cosas. Sí, cuerpos, cosas de la naturaleza y qué sé yo. Sí, sí. Quizás si no lo decía no lo relacionaba tanto con Natura, pero bueno, como dice todo día, que se yo."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0020,20,251,105,es,0.30736,0.50649,0.0303,language_not_allowed,"Y yo sé que es una crema que es de ellos. años_C1C2_Otras mar... 32 / 97 Bueno, bien, perfecto, buenísimo. Y la frase final acá. Cómo la asocio de alguna manera con lo que vi, con lo que les estaba proponiendo la idea. El bienestar. Bien. Sí, tiene que ver también porque estar bien justamente cuando a la noche que quizás es un momento que uno está más cansado y no tiene tanto tiempo, tantas ganas a veces de por de hidratarse la piel y todo, es como que dice bueno, dedícate unos minutitos que mañana te vas a ver mucho mejor. OK, desde este lado, a ver, descríbanmela con dos palabras cada una piense dos palabras y me las dice. ¿Cómo definirían en dos palabras esta publicidad? No la escriban, díganmela ya no es palabra. Relajación y bienestar. Relajación y bienestar, perfecto. Las demás. Bienestar y belleza. Perfecto. años_C1C2_Otras mar... 33 / 97 Relajación y suavidad. Me vino eso. Está bien. OK. A mí también me dio relajación, pero por el hecho de que para dormir y eso. OK, tiene que ver con la relajación, la suavidad, el bienestar. OK, La belleza. Bien, bárbaro. Da ganas de conocer ese producto mientras voy compartiendo la pantalla para que veamos otra idea. Da ganas de conocer ese producto, chicas. Sí, Bueno, OK. Más ganas que el otro por . A mí también. años_C1C2_Otras mar... 34 / 97 ¿Por qué te dio más gana? Yo porque lo vi así, me gustó que se huela y todo eso."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0021,21,277,119,es,0.28906,0.50391,0.02734,language_not_allowed,"A mí me gustan las cosas con aroma y no sé, seguramente la otra también tiene aroma, pero como no se hizo como así, se olía y todo y me sonó que. Es como más relax esto. Claro, sí, es por eso. Les encantó. Relax hace ese momento ella se olía. Es todo eso, todo lindo, todo eso. Queremos, creemos todo. Perfecto. Bueno, vamos a ver esta tercera idea. Va. La vamos a ver también dos veces. Y si fueras más amiga del tiempo, reducí arrugas y líneas de expresión en dos semanas con el Super Serum de Natura Chrono. Traten de escuchar también la pregunta. años_C1C2_Otras mar... 35 / 97 Y si fueras más amiga del tiempo, reducí arrugas y líneas de expresión en dos semanas con el super serum de Natura Kronos. Bien, ¿Qué les pareció chicas? Este es otro tipo de crema antiarrugas para gente como más grande, anti age. Más allá del tipo de crema anti age. Sí. La idea publicitaria, ¿Qué les pareció? Está buena y es bastante parecida la verdad a las demás. ¿A qué demás? años_C1C2_Otras mar... 36 / 97 A las otras publicidades también de arrugas y eso, yo la vi bastante parecida. ¿En qué cosa? Y en lo que te dice antiarrugas o la mujer con arrugas poniéndose el serum, en eso lo vi bastante parecido. Bien, ¿Las demás qué piensan? ¿Que me dirían? ¿Qué impresiones qué les transmitió? A mí me gustó cuando la mujer se ponía las gotas en la mano, como que se veía bien la textura del serum, como que es muy visual, eso me representó mucho la idea de estirar la piel y todo eso."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0022,22,251,99,es,0.35808,0.58515,0.04803,language_not_allowed,"Una vez que te aplicas. Te representó la idea de. años_C1C2_Otras mar... 37 / 97 Sí, de las piscidad, como que va a quedar la piel súper linda y sin arruga antes y después, digamos, porque justo te muestra las gotas y después como que. ¿Bien, pensemos las cosas que les transmitió que destacarían desde lo que dice o desde lo visual? Síganme contando. A mí como la pregunta que hace ¿Y si fueras más amiga del tiempo? Es como que me quedó resonando porque es como que digo, es anti age, entonces yo en realidad tengo que combatir el tiempo, o sea, no ser amiga del tiempo, no sé, como que me quedó picando, digo, la pregunta. ¿Qué les parece a las demás? A mí no me gusta tanto porque es como que el tiempo pasa, o. Sea, es como que la tenés que. Aceptar lo que pasa, que tenés que sentirte y verte vos bien, pero el tiempo es como que no te haces amiga o enemiga, el tiempo está para mí, pasa para todos digamos, pero cómo se siente uno es lo importante, porque podés ser joven y sentirte horrible y ser más grande y sentirte una diosa, no sé, mi pensamiento, o sea, qué. años_C1C2_Otras mar... 38 / 97 Es lo que quiere transmitir para las demás también a partir de esta pregunta, de esta forma de interpelar desde esta pregunta, ¿A ustedes qué les parece? A mí me gustó, porque no es lo mismo decir, digo etimológicamente, ¿No?"
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0023,23,243,106,es,0.26432,0.49339,0.03084,language_not_allowed,"No es lo mismo decir combatir el paso del tiempo que hacete amiga, o sea, hasta madurar con dignidad me suena, ¿Entendés? Aceptar que va a haber arrugas, que va a dar cosas, pero puedo estar de una manera linda con las arrugas, Sentirme bien, bárbaro. A ver, traten de hacer focalizar, tratar de recordar la idea publicitaria y decirme desde los colores, las imágenes, qué cosas destacarían de lo que aparece acá Visualmente. Eran colores marrones, tenía un poco de dorado. A mí lo que pasa con Natura quizás que sí diferencio de las demás publicidades son los colores. Y acá. años_C1C2_Otras mar... 39 / 97 Sí, acá también, por eso te digo, como que quizás si todas las demás publicidades de crema o lo que sea son como así como más blancas y todo eso que habían dicho y las de Natura le ponen como bastante color. Eso es lo único que te puedo decir que me pareció diferente en esta publicidad. ¿Y se acuerdan lo que aparece en dorado? Tomando el dorado, ¿Recuerdan algo a partir de qué cosa? Yo el dorado lo vi en el frasco que es marrón y la parte dorada como que me vi el dorado. OK, ¿Las demás recuerdan el dorado? Sí, yo también. ¿En el frasco aparece algo más visualmente que destacarían o recordarían? Como diciendo yo no la vi, ustedes me dicen a mí aparecía aparte tal cosa que yo destaco qué me dirían."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0024,24,244,104,es,0.32444,0.56444,0.07556,language_not_allowed,"años_C1C2_Otras mar... 40 / 97 No, con forma de gotero, con. Que es un serum y no. Es. Común a todos los serum el formato. Eso está bueno, a mí me gustó, me pareció delicado el envase, después si tenía como cosas doradas, la etiqueta estaba bueno. Por lo que me El tema de las señoras que me parece que eran muy grandes, o sea, como que en realidad los productos de este estilo van a partir de los treinta y pico. Yo no sé si llegado unas re arrugas después solucionas mucho, sino que esto bueno, trata de esto, de amigarse y de Quizás se usan antes, una vez que ya está todo arrugado no vas a hacer magia poniéndote los productos. A eso iba. Entonces quizás es como que cuando te dicen anti age uno dice ay no me relaciono porque es una señora grande. Pero la realidad es que después de los 30 hay un montón de cosas en la piel que empiezan a pasar. En la piel, en todo el cuerpo. ¿Y se identificaron a ver qué piensan las demás con esta idea? ¿Hubo identificación? ¿Les dio ganas de ver de qué se trata? ¿Las involucra o no? años_C1C2_Otras mar... 41 / 97 A mí no. ¿Siempre les voy a preguntar por qué no? A mí nombro porque no me llamaría la atención algo antiarrugas en este momento. Pero de ninguna marca. No, de Natura, porque no es un producto para vos."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0025,25,246,104,es,0.33043,0.52609,0.02174,language_not_allowed,"Está bien, está bien. Pero por la edad, tiene veintipico de años. Claro, está bien, no importa. Pero hay chicas que se identifican igual, cada uno desde su lugar dice. ¿Y las demás les gustaría saber, conocer algo? Sí, a mí mutuo. años_C1C2_Otras mar... 42 / 97 A mí también. Iba a decir que el color dorado como que me da como a la experiencia, no sé, yo lo asocié en una parte, vi un color dorado al principio después de la pregunta y como que lo asocié, después aparecía la mujer mirándose en el espejo, como que lo asociaba con la idea de experiencia, de sabiduría, de que pasan los años y bueno, te ves bien igual. Eso es lo que me surgió, De hecho la primer mujer que aparece es una señora con pelo muy largo y blanco y como canchera. Pero bueno, tal cual como dice la consigna, amigarse con el paso del tiempo. Yo lo vi así. Para mí tiene sentido toda la idea con la visual, por más de que tengan arrugas. Está bien. ¿Y cómo asocio con la frase final de bienestar? Bien, digamos, A pesar de que pasa el tiempo uno se siente bien, en este caso combatiendo las arrugas y las líneas de expresión, es como que, no sé, como que con un producto te vas a sentir como más joven, más linda. Perfecto. Bueno, y si la tienen que definir, a ver, díganme palabras para definir esta idea."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0026,26,243,107,es,0.33043,0.51304,0.02609,language_not_allowed,"Cada una piense dos palabras. Elasticidad, años_C1C2_Otras mar... 43 / 97 Vamos, vayan tirando. Dinamismo, como en el sentido de que te sentís activa, joven. OK. Para mí que no hay edad para sentirse bien, o sea esto sería. ¿Cuál es la palabra que podríamos decir? Sí, vitalidad. años_C1C2_Otras mar... 44 / 97 Está bien, Vitalidad. OK. Otra palabra para definirla como idea publicitaria. Si yo digo bueno, esto es elasticidad, dinamismo, vitalidad, tiene que ver cómo me voy a sentir o cómo me puedo sentir a pesar de. Digo, como idea publicitaria, ¿Cómo la definirías? Para mí como armonía también, porque es el tiempo con tu piel. Bien. ¿Qué idea les queda de la marca Natura después de haber visto esta publicidad? Y que es una marca que piensan tanto en las mujeres más jóvenes como en las más grandes, como que te ayuda en distintos momentos de la vida. OK, bien. Que piensa en diferentes, o sea Natura como una marca que piensa en diferentes momentos de la vida, perfecto para todas. Las mujeres, no solamente para jóvenes ni para grandes, para todas, amplios. años_C1C2_Otras mar... 45 / 97 Perfecto. OK. A las demás, ¿Qué idea les aportó? ¿Algo que les cambió? ¿Qué idea les queda de la marca Natura? Después que vimos así, pasamos a otra cosa. Sí, a mí sí, como dijeron, como que sí me da que te quiero ayudar a que te sientas mejor. Algo así me da las publicidades."
doc_31b742a33ba14cee,doc_31b742a33ba14cee_pp_ch_0027,27,247,121,es,0.25439,0.4386,0.03947,language_not_allowed,"Ayudar a que te sientas mejor. ¿Yo me acuerdo que en la primera publicidad me dijeron y es creíble? Porque yo le puedo creer que Natura me proponga algo que me diga estas cosas. ¿Les pasa a las demás lo mismo? Sí. Bien, ¿Y qué le falta a esta última publicidad? ¿Le falta algo? Para mí estaba bien. años_C1C2_Otras mar... 46 / 97 Está perfecto. Bien. ¿Estaba bien? Sí, chicas, ¿Están de acuerdo? Bien. Lo que vamos a hacer ahora. ¿Ustedes me escuchan bien a mí? Perfecto. Me aparece acá un cartel que no tiene nada que ver, entonces. Muy bien. Entonces lo que vamos a ver ahora son otras ideas publicitarias también, pero en lugar de estar firmadas, son imágenes y vamos a compartir de nuevo la pantalla, Las vamos a ir viendo, son varias, yo les voy haciendo las preguntas, después solas me van a ir contando de cada una. Y en principio vamos a retomar un poquito esto que estuvimos viendo. Vamos. Bueno, yo lo leo para que sepamos y de paso, mientras tanto ustedes van pensando y viendo. Dice ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por vos? Ecos Tucumá pulpa corporal hidratante antigenales Tucumá de natura ecos un bioactivo de la amazonia 100% estímulo de la producción del ácido hialurónico textura ultra quemosa producto vegano. Bien, viendo. ¿Qué les parece esta idea publicitaria? Como idea publicitaria, mírenla. ¿Aparece esta imagen con estas cosas que dice? ¿Qué me dirían?"
